election,cycle,fecyear,Cand.ID,FEC.ID,NID,ICPSR,ICPSR2,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,nname,title,suffix,party,state,seat,district,Incum.Chall,recipient.cfscore,contributor.cfscore,recipient.cfscore.dyn,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,dwdime,irt.cfscore,num.givers,num.givers.total,n.data.points.personal.donations,n.data.points.personal.donations.unq,cand.gender,total.disbursements,total.pc.contribs,contribs.from.candidate,unitemized,non.party.ind.exp.for,non.party.ind.exp.against,ind.exp.for,ind.exp.against,comm.cost.for,comm.cost.against,party.coord.exp,party.ind.exp.against,total.receipts,total.indiv.contrib,total.pac.contribs,ran.primary,ran.general,p.elec.stat,s.elec.stat,r.elec.stat,gen.elec.stat,gen.elect.pct,winner,district.partisanship,district.pres.vs,candStatus,recipient.type,igcat,comtype,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status,before.switch.ICPSR,after.switch.ICPSR,party.orig
fd2012,2012,2012,H2GA09150,C00502039,N00033518,H2GA091502012,21323,cand41667,3816417715,"COLLINS, DOUGLAS ALLEN",collins,douglas allen,douglas,allen,,,,200,GA,federal:house,GA09,C,0.985078017205066,1.28413260285402,1.089,0.618,0.063,,,0.646,,683,1907,20,20,M,674338.52,2500,100,44430.2,0,0,0,0,0,0,0,0,780886.95,453552.08,265300,1,1,W,,,W, 76,W,1.56157565116882,0.242,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2HI02508,C00497396,N00033281,H2HI025082012,21324,cand41775,5000004122348753,"GABBARD, TULSI",gabbard,tulsi,tulsi,,,,,100,HI,federal:house,HI02,O,-1.45325940538094,-1.51978207744374,-0.951,-0.279,-0.247,,,-0.321,,3066,43305,4,4,F,1516206.61,201.15,19635.47,213428.95,0,0,0,0,0,0,0,0,1828589.91,1085858.73,365777.57,1,1,W,,,W, 80,W,-0.305547654628754,0.745,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H6IL06141,C00498634,N00027860,H6IL061412012,21325,cand50384,5000003097033442,"DUCKWORTH, L. TAMMY",duckworth,l. tammy,l.,tammy,,,,100,IL,federal:house,IL08,C,-1.37404600786967,-1.43517889257418,-1.203,-0.321,0.087,,,-0.292,,19887,95485,1,1,F,5208691.38,10086.38,0,2025735.4,0,0,0,0,0,0,0,0,5309495.24,2525919.65,727990.9,1,1,W,,,W, 54,W,0.13919734954834,0.626,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2IL12122,C00523258,N00034884,H2IL121222012,21327,cand119903,3753295672,"ENYART, WILLIAM L JR",enyart,william l,william,l,,,jr,100,IL,federal:house,IL12,O,-1.2512697672532,-1.0329886754119,-1.206,-0.251,0.159,,,-0.273,,10429,12748,62,62,M,1167686.09,15256.25,5500,231721.97,0,0,0,0,0,0,0,0,1180462.93,456621.15,400154.84,1,1,W,,,W,  0,W,-0.114314123988152,0.556,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2IL13120,C00521948,N00034784,H2IL131202012,21328,cand119904,5533314162,"DAVIS, RODNEY L",davis,rodney l,rodney,l,,,,200,IL,federal:house,IL13,O,0.852611174461841,0.810991017351554,0.969,0.296,0.117,,,0.344,,1121,3504,21,21,M,1383023.66,22370,0,98407.34,0,0,0,0,0,0,0,0,1400450.64,631174.73,645797.72,1,1,W,,,W, 46,W,0.1629918217659,0.556,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2IL17071,C00498568,N00033390,H2IL170712012,21329,cand42011,5000005482881880,"BUSTOS, CHERI",bustos,cheri,cheri,,,,,100,IL,federal:house,IL17,C,-1.2541008792993,-1.14856946273049,-1.118,-0.236,0.029,,,-0.242,,7375,39734,54,54,F,2187282.79,13399.58,65,501594.43,0,0,0,0,0,0,0,0,2212530.1,1150477.78,542573.31,1,1,W,,,W, 53,W,-0.153198212385178,0.612,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H0IN02190,C00468579,N00031226,H0IN021902012,21330,cand36557,5000003362168642,"WALORSKI (SWIHART), JACKIE",walorski (swihart),jackie,jackie,,,,,200,IN,federal:house,IN02,O,1.32468283611045,1.07778311047954,1.316,0.444,0.325,,,0.482,,1329,6974,4,4,F,1874002.93,7915,0,167041.8,0,0,0,0,0,0,0,0,1878410.35,1109601.45,587942.41,1,1,W,,,W, 48,W,0.200667023658752,0.505,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2IN05082,C00500207,N00033495,H2IN050822012,21331,cand42104,5000004636047123,"BROOKS, SUSAN MRS.",brooks,susan .,susan,,, mrs,,200,IN,federal:house,IN05,O,1.04915791407946,1.0319211976408,0.963,0.374,0.261,,,0.457,,1236,2681,22,22,F,1265518.73,250,0,98206.97,0,0,0,0,0,0,0,0,1440815.25,1094304.36,243200,1,1,W,,,W, 58,W,0.860138952732086,0.47,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H0IN02125,C00460667,N00012546,H0IN021252012,21332,cand36550,2783922554,"MESSER, ALLEN LUCAS",messer,allen lucas,allen,lucas,,,,200,IN,federal:house,IN06,O,1.19828850431079,1.18335252813628,1.194,0.563,-0.086,,,0.587,,758,2782,52,52,M,1115097.24,33022.64,12467.93,52597,0,0,0,0,0,0,0,0,1147524.09,683536,315850,1,1,W,,,W, 59,W,0.607489585876465,0.444,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H0KY06104,C00467571,N00031233,H0KY061042012,21333,cand36826,4068295384,"BARR, GARLAND ANDY",barr,garland andy,garland,andy,,,,200,KY,federal:house,KY06,C,0.927492740844522,0.866454267500273,1,0.488,0.31,,,0.477,,1700,5464,102,102,M,2211676.11,6202,0,208104.27,0,0,0,0,0,0,0,0,2221934.6,1548269.25,436334.08,1,1,W,,,W, 50,W,0.671976745128632,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2MD06195,C00508416,N00033897,H2MD061952012,21334,cand42611,29075815161,"DELANEY, JOHN K",delaney,john k,john,k,,,,100,MD,federal:house,MD06,C,-0.645845447302341,-1.00900956570081,-0.528,-0.276,0.041,,,-0.3,,1511,3226,137,137,M,4601988.07,0,122956.15,33172.13,0,0,0,0,0,0,0,0,4605118.46,1618980.03,381289.8,1,1,W,,,W, 58,W,0.997382640838623,0.571,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2MA04073,C00512970,N00034044,H2MA040732012,21335,cand42392,5372486034,"KENNEDY, JOSEPH P III",kennedy,joseph p,joseph,p,,,  iii,100,MA,federal:house,MA04,O,-1.13868653481127,-0.82401912885464,-0.848,-0.422,-0.169,,,-0.446,,6617,36057,17,17,M,3869295.43,0,0,665.8,0,0,0,0,0,0,0,0,4204049.8,3717108.05,425321.06,1,1,W,,,W, 61,W,-0.90595281124115,0.612,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2MI05119,C00499947,N00033395,H2MI051192012,21372,cand42732,3379176304,"KILDEE, DANIEL T",kildee,daniel t,daniel,t,,,,100,MI,federal:house,MI05,O,-0.933246918855722,-0.972450714235,-0.783,-0.394,-0.207,,,-0.396,,1911,5201,12,12,M,579338.7,0,0,0,0,0,0,0,0,0,0,0,721597.71,364631.01,356938.95,1,1,W,,,L, 65,L,-0.678915500640869,0.643,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2MI11133,C00541003,N00033625,H2MI111332012,21336,cand42792,3757332111,"BENTIVOLIO, KERRY",bentivolio,kerry,kerry,,,,,200,MI,federal:house,MI11,O,1.14611674605888,1.18431792364543,1.222,0.723,-0.319,,,0.7,,317,671,17,17,M,586251.98,16750,144083.13,58598.03,0,0,0,0,0,0,0,0,589761.87,204112.16,221277,1,1,W,,,W, 50,W,0.0984015762805939,0.51,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2MN08111,C00499053,N00033446,H2MN081112012,14263,cand280,2605830781,"NOLAN, RICHARD MICHAEL",nolan,richard michael,richard,michael,,,,100,MN,federal:house,MN08,C,-1.5787084805645,-0.929243432533489,-1.231,-0.372,-0.372,,,-0.383,-0.766,5540,59449,34,34,M,1228764.97,9934.38,0,249681.99,0,0,0,0,0,0,0,0,1269915.13,587229.1,422979.36,1,1,W,,,W, 54,W,-0.119655929505825,0.541,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2MO02102,C00495846,N00033106,H2MO021022012,21337,cand42972,5000004645046339,"WAGNER, ANN L",wagner,ann l,ann,l,,,,200,MO,federal:house,MO02,O,0.994131213553815,1.08469528980792,1.011,0.471,0.173,,,0.459,,1677,3227,57,57,F,2500363.74,0,5000,62205.52,0,0,0,0,0,0,0,0,2705873.47,1961196.53,677471.42,1,1,W,,,W, 30,W,0.709969997406006,0.465,C,cand,,H,,,,,,,,200
fd2012,2012,2012,S2MT00096,C00491357,N00033054,H2MT010602012,21338,cand104809,29065807545,"DAINES, STEVEN",daines,steven,steven,,,,,200,MT,federal:house,MT01,O,1.16769591581691,1.2786499064566,1.291,0.535,-0.114,,,0.518,,309,3884,193,193,M,2021595.6,6400,66664.75,206573.25,0,0,0,0,0,0,0,0,1830490.65,1103681.26,428708.02,1,1,W,,,W, 53,W,0.468925386667252,0.49,C,cand,,S,,,,,,,,200
fd2012,2012,2012,H2NV04011,C00504613,N00033638,H2NV040112012,21339,cand43733,3818423045,"HORSFORD, STEVEN ALEXZANDER",horsford,steven alexzander,steven,alexzander,,,,100,NV,federal:house,NV04,O,-0.964965960156646,-0.997775842057344,-0.768,-0.349,0.059,,,-0.354,,2345,4479,25,25,M,1705209.95,1794.15,855.36,91600.8,0,0,0,0,0,0,0,0,1718991.26,868878.74,754367.44,1,1,W,,,W, 50,W,,0.577,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H0NH02181,C00462861,N00030875,H0NH021812012,21340,cand37909,5000029185878487,"KUSTER, ANN MCLANE",kuster,ann mclane,ann,mclane,,,,100,NH,federal:house,NH02,C,-1.40335051256933,-1.19586699093995,-1.312,-0.253,-0.133,,,-0.284,,27593,55593,16,16,F,3173921.36,9595.78,80,797841.5,0,0,0,0,0,0,0,0,3161003.98,1779331.46,555155.83,1,1,W,,,W, 50,W,-0.178461477160454,0.566,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H8NM01257,C00501254,N00029400,H8NM012572012,21341,cand55619,5000003206141375,"GRISHAM, MICHELLE",grisham,michelle,michelle,,,,,100,NM,federal:house,NM01,O,-1.19593151324797,-0.82597125895207,-0.947,-0.313,0.047,,,-0.339,,1584,12219,23,23,F,1809037,5350.65,0,252681.54,0,0,0,0,0,0,0,0,1818730.01,917952.29,513764.49,1,1,W,,,W, 59,W,-0.201682478189468,0.606,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2NY06116,C00516666,N00034547,H2NY061162012,21342,cand43796,5000004136330455,"MENG, GRACE",meng,grace,grace,,,,,100,NY,federal:house,NY06,C,-0.853117537375163,-0.419804207733071,-0.689,-0.38,-0.153,,,-0.407,,2425,7036,49,49,F,1788012.14,0,0,96269.99,0,0,0,0,0,0,0,0,1852611.33,1280209.86,259050,1,1,W,,,W, 67,W,-2.57868647575378,0.636,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2NY10092,C00503052,N00033640,H2NY100922012,21343,cand43832,3822464458,"JEFFRIES, HAKEEM",jeffries,hakeem,hakeem,,,,,100,NY,federal:house,NY08,C,-0.886433950239064,-0.488045334393796,-0.578,-0.487,-0.087,,,-0.473,,2610,6013,79,79,M,1361036.78,0,0,69311.98,0,0,0,0,0,0,0,0,1405684.57,1114056.2,221000,1,1,W,,,W, 90,W,-1.61097359657288,0.86,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2NY22139,C00512426,N00034277,H2NY221392012,21344,cand1318,54146367302,"MALONEY, SEAN PATRICK",maloney,sean patrick,sean,patrick,,,,100,NY,federal:house,NY18,O,-0.958188083039885,,-0.871,-0.387,-0.276,-0.389,-0.364,-0.425,,6996,37758,22,22,F,2246008.2,1450,1919.78,225764.87,0,0,0,0,0,0,0,0,2257170.87,1619329.09,383274.92,1,1,W,,,W, 51,W,-0.582998991012573,0.525,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H8NY29032,C00520379,N00001285,H8NY290322012,21345,cand55939,4073309436,"COLLINS, CHRISTOPHER C",collins,christopher c,christopher,c,,,,200,NY,federal:house,NY27,C,0.725530842646124,0.764667556178588,0.719,0.367,0.21,,,0.339,,881,2400,31,31,M,1420829.91,15250,0,0,0,0,0,0,0,0,0,0,1435521.13,431624,295133.48,1,1,W,,,W, 50,W,-0.177776336669922,0.449,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2NC08185,C00504522,N00033630,H2NC081852012,21346,cand43257,26662244568,"HUDSON, RICHARD L. JR.",hudson,richard l. .,richard,l,,,jr,200,NC,federal:house,NC08,C,0.990837554855236,1.03405103277609,1.14,0.666,0.172,,,0.613,,1196,2634,0,0,M,1543063.81,10000,0,62890.42,0,0,0,0,0,0,0,0,1618468.91,659078.8,773592.41,1,1,W,,,W, 54,W,0.195971056818962,0.424,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2NC09134,C00514513,N00034416,H2NC091342012,21347,cand43271,4772174767,"PITTENGER, ROBERT M THE HONORABLE",pittenger,robert m the,robert,m,, hon,,200,NC,federal:house,NC09,O,1.06205120963459,1.04863090531294,1.188,0.561,0.333,,,0.592,,787,4041,204,204,M,3321263.74,1000,1680735.03,38630.79,0,0,0,0,0,0,0,0,3324422.15,671201.62,226906.35,1,1,W,,,W, 51,W,0.70855849981308,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2NC11080,C00503094,N00033631,H2NC110802012,21348,cand43291,4113324903,"MEADOWS, MARK R",meadows,mark r,mark,r,,,,200,NC,federal:house,NC11,O,1.15962555827552,1.10810313153112,1.251,0.624,-0.195,,,0.612,,701,3262,102,102,M,1098849.79,0,12198.26,52281.22,0,0,0,0,0,0,0,0,1113283.51,502584.5,273600,1,1,W,,,W, 57,W,0.489471912384033,0.408,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2NC13110,C00499236,N00033399,H2NC131102012,21349,cand43321,4079306545,"HOLDING, GEORGE E. B. MR.",holding,george e. b. mr.,george,e b,,,,200,NC,federal:house,NC13,O,0.911858853036514,1.03937034450284,1.011,0.653,0.154,,,0.607,,1050,2827,29,29,M,1680724.26,2500,1264.79,108635.24,0,0,0,0,0,0,0,0,1692833.09,952093.89,288752.07,1,1,W,,,W, 56,W,-0.247768819332123,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H0ND01026,C00504704,N00004614,H0ND010262012,21350,cand78036,29135853825,"CRAMER, KEVIN",cramer,kevin,kevin,,,,,200,ND,federal:house,ND01,O,1.27832172300565,1.3632721938796,1.347,0.393,0.309,,,0.396,,863,4427,22,22,M,1291733.07,5000,0,84373.47,0,0,0,0,0,0,0,0,1325478.8,897358.75,333050,1,1,W,,,W, 54,W,0.639360189437866,0.459,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2OH02085,C00497818,N00033310,H2OH020852012,21351,cand44045,5452830110,"WENSTRUP, BRAD",wenstrup,brad,brad,,,,,200,OH,federal:house,OH02,C,1.01941766038487,0.957618686971893,1.096,0.576,0.179,,,0.553,,781,1713,26,26,M,910490.03,0,0,78026.42,0,0,0,0,0,0,0,0,1015732.8,590078.62,273449.86,1,1,W,,,W, 59,W,0.991192400455475,0.449,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2OH03125,C00507368,N00033904,H2OH031252012,21352,cand44057,5000005764569086,"BEATTY, JOYCE",beatty,joyce,joyce,,,,,100,OH,federal:house,OH03,C,-0.474248972084989,-0.885373012317114,-0.447,-0.428,0.072,,,-0.405,,1417,3666,51,51,F,729746.88,0,0,25,0,0,0,0,0,0,0,0,812093.22,376943.22,407625,1,1,W,,,W, 67,W,0.389313071966171,0.684,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2OH14064,C00527457,NH2OH14064,H2OH140642012,21353,cand121656,5764668066,"JOYCE, DAVID P",joyce,david p,david,p,,,,200,OH,federal:house,OH14,C,0.783462775431819,0.854774541167481,0.882,0.257,0.27,,,0.283,,769,2495,37,37,M,672203.96,7100,0,38454.5,0,0,0,0,0,0,0,0,952654.99,587550.49,292050,1,1,W,,,W, 54,W,0.256844252347946,0.5,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2OK01143,C00502393,N00033532,H2OK011432012,21354,cand44246,4102325673,"BRIDENSTINE, JAMES FREDERICK",bridenstine,james frederick,james,frederick,,,,200,OK,federal:house,OK01,C,1.24381702604488,1.30429046216778,1.253,0.689,-0.157,,,0.675,,701,1358,3,3,M,767458.97,0,200,71358.84,0,0,0,0,0,0,0,0,781983.29,497955.1,210646.75,1,1,W,,,W, 63,W,1.20705032348633,0.36,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2OK02083,C00498345,N00033410,H2OK020832012,21355,cand44255,4654059496,"MULLIN, MARKWAYNE",mullin,markwayne,markwayne,,,,,200,OK,federal:house,OK02,O,1.05659689890832,1.0866967857801,1.101,0.512,0.429,,,0.509,,920,1925,14,14,M,1709208.45,14750,36925.74,59627.51,0,0,0,0,0,0,0,0,1732310.94,1053868.49,308290.46,1,1,W,,,W, 57,W,0.591979026794434,0.34,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2PA04135,C00510164,N00034120,H2PA041352012,21356,cand44403,29125854903,"PERRY, SCOTT",perry,scott,scott,,,,,200,PA,federal:house,PA04,C,1.0655504954226,0.879475022801503,0.934,0.666,-0.386,,,0.57,,398,1501,18,18,M,529610.17,3000,0,35105.83,0,0,0,0,0,0,0,0,529958.01,215474.63,251081.57,1,1,W,,,W, 59,W,0.512671411037445,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H0PA04220,C00497115,N00031253,H0PA042202012,21357,cand38921,4037282530,"ROTHFUS, KEITH MR.",rothfus,keith mr.,keith,mr,,,,200,PA,federal:house,PA12,C,1.05629515915095,0.973962819567116,1.125,0.498,0.044,,,0.533,,1242,3496,83,83,M,1985885.99,426,0,149842.6,0,0,0,0,0,0,0,0,1999388.27,1349481.64,478925,1,1,W,,,W, 51,W,0.128009900450706,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2PA17079,C00509968,N00034128,H2PA170792012,21358,cand44515,4087303942,"CARTWRIGHT, MATTHEW A",cartwright,matthew a,matthew,a,,,,100,PA,federal:house,PA17,C,-1.05855902608707,,-0.76,-0.37,-0.05,,,-0.403,,962,6169,131,131,M,1325713.21,2100,0,62358.5,0,0,0,0,0,0,0,0,1371675.92,701274.92,209539.38,1,1,W,,,W, 60,W,0.473104923963547,0.576,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2SC07066,C00506048,N00033832,H2SC070662012,21359,cand44665,26973546060,"RICE, TOM",rice,tom,tom,,,,,200,SC,federal:house,SC07,C,0.98886898022561,,0.952,0.58,-0.252,,,0.588,,1096,3001,0,0,M,1350012.5,0,0,48538.54,0,0,0,0,0,0,0,0,1456766.58,1020121.67,270350,1,1,W,,,W, 95,W,,0.455,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2TX14149,C00502229,N00033539,H2TX141492012,21360,cand44967,4634042436,"WEBER, RANDY",weber,randy,randy,,,,,200,TX,federal:house,TX14,O,1.09627276274504,1.04110149870091,1.229,0.704,0.044,,,0.667,,939,2341,69,69,M,1371325.98,5000,2500,23005,0,0,0,0,0,0,0,0,1359236.07,670532.57,400537.68,1,1,W,,,W, 54,W,1.36976683139801,0.424,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2TX16185,C00501197,N00033540,H2TX161852012,21361,cand44995,2930993830,"O'ROURKE, ROBERT   BETO",o'rourke,robert  beto,robert  beto,,,,,100,TX,federal:house,TX16,C,-1.48501817501783,-1.18626173645386,-0.255,-0.304,-0.331,,,-0.303,,784,340996,35,35,M,618525.63,5200,2621.85,97576.34,0,0,0,0,0,0,0,0,685661.09,491353.98,88908.92,1,1,W,,,W, 65,W,-0.477989315986633,0.646,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2TX35011,C00497933,N00033316,H2TX350112012,21362,cand45198,4134327186,"CASTRO, JOAQUIN MR.",castro,joaquin mr.,joaquin,mr,,,,100,TX,federal:house,TX20,O,-0.577335181257425,-0.617949917975299,-0.19,-0.395,-0.006,,,-0.382,,1079,5785,62,62,M,1351968.05,0,0,74952.02,0,0,0,0,0,0,0,0,1499022.55,864499.27,519358.92,1,1,W,,,W, 64,W,-0.405984163284302,0.586,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2TX23124,C00501908,N00033541,H2TX231242012,21363,cand45059,3818444076,"GALLEGO, PETE",gallego,pete,pete,,,,,100,TX,federal:house,TX23,C,-0.642577280210587,-0.566890458820288,-0.554,-0.216,0.378,,,-0.259,,3237,13698,33,33,M,1767937.79,6743.26,0,147119.95,0,0,0,0,0,0,0,0,1802829.59,1184065.5,449400.88,1,1,W,,,W, 50,W,0.377407908439636,0.505,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2TX33040,C00498121,N00030602,H2TX330402012,21364,cand45174,4864245878,"WILLIAMS, ROGER",williams,roger,roger,,,,,200,TX,federal:house,TX25,C,1.15371606330648,1.1222612766971,1.289,0.608,0.116,,,0.588,,25,1639,282,282,M,3230074.05,0,0,40215.27,0,0,0,0,0,0,0,0,3297682.95,1316359.58,278120.63,1,1,W,,,W, 58,W,-0.498688548803329,0.434,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2TX33073,C00506832,N00033839,H2TX330732012,21365,cand45177,3822470453,"VEASEY, MARC ALLISON",veasey,marc allison,marc,allison,,,,100,TX,federal:house,TX33,O,-0.409315081315505,-0.994933818871139,-0.294,-0.405,0.293,,,-0.366,,832,2841,28,28,M,1198195.07,5200,0,42242.85,0,0,0,0,0,0,0,0,1219901.76,665706.35,503177.59,1,1,W,,,W, 72,W,,0.69,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2TX27190,C00513531,N00034349,H2TX271902012,21366,cand45127,4771173200,"VELA, FILEMON MR.",vela,filemon mr.,filemon,mr,,,,100,TX,federal:house,TX34,C,-0.206623288367969,-0.18511935704535,-0.067,-0.311,0.418,,,-0.321,,475,1779,75,75,M,789597.93,0,29113.54,8605.21,0,0,0,0,0,0,0,0,894184.38,410580.63,155850,1,1,W,,,W, 62,W,,0.606,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2UT02324,C00506931,N00033932,H2UT023242012,21367,cand45267,2846949100,"STEWART, CHRIS",stewart,chris,chris,,,,,200,UT,federal:house,UT02,C,0.920863603494713,1.01083455140327,1.103,0.52,0.117,,,0.542,,344,1183,5,5,M,499660.12,5500,19010,28342.61,0,0,0,0,0,0,0,0,538092.58,184757.9,235100,1,1,W,,,W, 62,W,0.966918170452118,0.392,C,cand,,H,,,,,,,,200
fd2012,2012,2012,H2WA06129,C00514893,N00034453,H2WA061292012,21368,cand45500,5261671584,"KILMER, DEREK",kilmer,derek,derek,,,,,100,WA,federal:house,WA06,O,-0.983130851868564,-1.10672482605557,-0.833,-0.308,-0.027,,,-0.32,,1849,6583,239,239,M,1706202.03,7090.22,0,198952.04,0,0,0,0,0,0,0,0,1873136.18,917301.82,731792.1,1,1,W,,,W, 58,W,-0.294275462627411,0.582,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H0WA03161,C00472159,N00031557,H0WA031612012,21369,cand39888,4123347427,"HECK, DENNIS",heck,dennis,dennis,,,,,100,WA,federal:house,WA10,C,-0.989930232912756,,-0.855,-0.312,-0.121,,,-0.31,,1744,3686,0,0,M,2019841.66,5013.8,0,187575.6,0,0,0,0,0,0,0,0,2054753.65,939972.77,780253.96,1,1,W,,,W, 58,W,,0.582,C,cand,,H,,,,,,,,100
fd2012,2012,2012,H2WI02124,C00502179,N00033549,H2WI021242012,21370,cand45555,29065810965,"POCAN, MARK",pocan,mark,mark,,,,,100,WI,federal:house,WI02,O,-1.30528854527716,-1.25143666681225,-1.116,-0.545,-0.503,,,-0.536,,3682,13538,126,126,M,1100359.91,2500,5503.07,207305.09,0,0,0,0,0,0,0,0,1153296.01,430653,497098.42,1,1,W,,,W, 68,W,-0.909201741218567,0.707,C,cand,,H,,,,,,,,100
fd2014,2014,2014,H4AL06098,C00551374,NH4AL06098,H4AL060982014,21500,cand143041,2561811103,"PALMER, GARY",palmer,gary,gary,,,,,200,AL,federal:house,AL06,O,1.21747227597814,0.960595529031035,1.255,0.769,-0.057,,,0.632,,913,1401,1,1,M,1690309.21,0,0,43085,0,0,0,0,0,0,0,0,1880021.71,1575899.26,260300,1,1,L,,,,,,2.284743309021,0.253,C,cand,,H,,,,,,,,200
fd2014,2014,2014,H2AZ08102,C00512236,N00033982,H2AZ081022014,21501,cand40345,5000027354492954,"MCSALLY, MARTHA E MS.",mcsally,martha e ms.,martha,e,,,,200,AZ,federal:house,AZ02,C,1.25693908136335,1.31830779221054,1.272,0.348,-0.003,,,0.573,,3133,9555,0,0,F,4503580.94,0,0,1153469.3,0,0,0,0,0,0,0,0,4941801.69,2351328.26,559925,1,1,,,,,,,0.984754085540771,0.495,C,cand,,H,,,,,,,,200
fd2014,2014,2014,H4AZ07043,C00558627,NH4AZ07043,H4AZ070432014,21502,cand186443,3010009750,"GALLEGO, RUBEN",gallego,ruben,ruben,,,,,100,AZ,federal:house,AZ07,O,-1.1233170607348,-1.18204220482227,-0.901,-0.452,-0.027,,,-0.405,,2691,9463,58,58,M,911026.32,26.7,5300,106840.21,0,0,0,0,0,0,0,0,936188.95,485693.1,338328.81,1,1,,,,,,,-0.363146245479584,0.657,C,cand,,H,,,,,,,,100
fd2014,2014,2014,H4AR02141,C00551275,NH4AR02141,H4AR021412014,21503,cand143047,-9,"HILL, JAMES FRENCH",hill,james french,james,french,,,,200,AR,federal:house,AR02,O,0.871718235691336,,0.927,0.473,0.197,,,0.415,,1539,3096,0,0,M,2149743.85,8800,0,68529.67,0,0,0,0,0,0,0,0,2198995.68,1623513.03,445152.36,1,1,W,,,,,,0.341763108968735,0.449,C,cand,,H,,,,,,,,200
fd2014,2014,2014,H4AR04048,C00548180,N00035527,H4AR040482014,21563,cand161310,4021267656,"WESTERMAN, BRUCE",westerman,bruce,bruce,,,,,200,AR,federal:house,AR04,O,1.04519758453453,1.06303822057901,1.154,0.547,0.309,,,0.529,,807,1994,58,58,M,955239.74,5000,12933.14,67288.97,0,0,0,0,0,0,0,0,1047441.15,640002.4,260875,1,1,W,,,,,,0.329538077116013,0.381,C,cand,,H,,,,,,,,200
fd2014,2014,2014,H0CA10073,C00554709,N00030709,H0CA100732014,21504,cand190869,3995189635,"DESAULNIER, MARK",desaulnier,mark,mark,,,,,100,CA,federal:house,CA11,O,-0.928767346341309,-1.05656382955616,-0.733,-0.532,-0.346,,,-0.439,,469,3394,25,25,M,541143.61,0,0,27618.61,0,0,0,0,0,0,0,0,561969.88,203505.07,330846.2,1,1,W,,,,,,0.129019141197205,0.711,C,cand,,,,,,,,,,100
fd2014,2014,2014,H4CA25123,C00554014,NH4CA25123,H4CA251232014,21505,cand143089,3822467457,"KNIGHT, STEVE",knight,steve,steve,,,,,200,CA,federal:house,CA25,O,0.916797386624562,0.92492105053417,0.898,0.397,0.188,,,0.37,,320,2287,3,3,M,410834.53,2600,1222,31408.5,0,0,0,0,0,0,0,0,415460.24,351179.53,26650,1,1,W,,,,,,0.39953026175499,0.505,C,cand,,,,,,,,,,200
